County,State,resource_region,pca
Madison,Kentucky,240,p109
Marion,Kentucky,240,p109
Mercer,Kentucky,240,p109
Nelson,Kentucky,240,p109
Owsley,Kentucky,240,p109
Powell,Kentucky,240,p109
Rockcastle,Kentucky,240,p109
Shelby,Kentucky,240,p109
Spencer,Kentucky,240,p109
Taylor,Kentucky,240,p109
Washington,Kentucky,240,p109
Bell,Kentucky,241,p109
Harlan,Kentucky,241,p109
Knox,Kentucky,241,p109
Whitley,Kentucky,241,p109
Boyd,Kentucky,242,p110
Breathitt,Kentucky,242,p110
Carter,Kentucky,242,p110
Floyd,Kentucky,242,p110
Knott,Kentucky,242,p110
Lawrence,Kentucky,242,p110
Leslie,Kentucky,242,p110
Letcher,Kentucky,242,p110
Martin,Kentucky,242,p110
Perry,Kentucky,242,p110
Pike,Kentucky,242,p110
Fulton,Ohio,227,p111
Lucas,Ohio,227,p111
Ottawa,Ohio,227,p111
Sandusky,Ohio,227,p111
Wood,Ohio,227,p111
Ashtabula,Ohio,234,p111
Columbiana,Ohio,234,p111
Cuyahoga,Ohio,234,p111
Erie,Ohio,234,p111
Geauga,Ohio,234,p111
Lake,Ohio,234,p111
Lorain,Ohio,234,p111
Mahoning,Ohio,234,p111
Medina,Ohio,234,p111
Portage,Ohio,234,p111
Stark,Ohio,234,p111
Summit,Ohio,234,p111
Trumbull,Ohio,234,p111
Allen,Ohio,228,p112
Auglaize,Ohio,228,p112
Champaign,Ohio,228,p112
Crawford,Ohio,228,p112
Darke,Ohio,228,p112
Defiance,Ohio,228,p112
Hancock,Ohio,228,p112
Hardin,Ohio,228,p112
Henry,Ohio,228,p112
Huron,Ohio,228,p112
Knox,Ohio,228,p112
Logan,Ohio,228,p112
Marion,Ohio,228,p112
Mercer,Ohio,228,p112
Morrow,Ohio,228,p112
Paulding,Ohio,228,p112
Putnam,Ohio,228,p112
Seneca,Ohio,228,p112
Shelby,Ohio,228,p112
Van Wert,Ohio,228,p112
Williams,Ohio,228,p112
Wyandot,Ohio,228,p112
Delaware,Ohio,229,p112
Fairfield,Ohio,229,p112
Franklin,Ohio,229,p112
Licking,Ohio,229,p112
Pickaway,Ohio,229,p112
Union,Ohio,229,p112
Adams,Ohio,232,p112
Athens,Ohio,232,p112
Gallia,Ohio,232,p112
Highland,Ohio,232,p112
Hocking,Ohio,232,p112
Jackson,Ohio,232,p112
Lawrence,Ohio,232,p112
Meigs,Ohio,232,p112
Pike,Ohio,232,p112
Ross,Ohio,232,p112
Scioto,Ohio,232,p112
Vinton,Ohio,232,p112
Ashland,Ohio,233,p112
Richland,Ohio,233,p112
Belmont,Ohio,235,p112
Carroll,Ohio,235,p112
Coshocton,Ohio,235,p112
Guernsey,Ohio,235,p112
Harrison,Ohio,235,p112
Holmes,Ohio,235,p112
Jefferson,Ohio,235,p112
Monroe,Ohio,235,p112
Morgan,Ohio,235,p112
Muskingum,Ohio,235,p112
Noble,Ohio,235,p112
Perry,Ohio,235,p112
Tuscarawas,Ohio,235,p112
Washington,Ohio,235,p112
Wayne,Ohio,235,p112
Clark,Ohio,230,p113
Clinton,Ohio,230,p113
Fayette,Ohio,230,p113
Greene,Ohio,230,p113
Madison,Ohio,230,p113
Miami,Ohio,230,p113
Montgomery,Ohio,230,p113
Preble,Ohio,230,p113
Brown,Ohio,231,p114
Butler,Ohio,231,p114
Clermont,Ohio,231,p114
Hamilton,Ohio,231,p114
Warren,Ohio,231,p114
Allegheny,Pennsylvania,251,p115
Beaver,Pennsylvania,251,p115
Armstrong,Pennsylvania,252,p115
Butler,Pennsylvania,252,p115
Fayette,Pennsylvania,252,p115
Greene,Pennsylvania,252,p115
Washington,Pennsylvania,252,p115
Westmoreland,Pennsylvania,252,p115
Barbour,West Virginia,249,p116
Braxton,West Virginia,249,p116
Brooke,West Virginia,249,p116
Calhoun,West Virginia,249,p116
Clay,West Virginia,249,p116
Doddridge,West Virginia,249,p116
Gilmer,West Virginia,249,p116
Greenbrier,West Virginia,249,p116
Hancock,West Virginia,249,p116
Harrison,West Virginia,249,p116
Jackson,West Virginia,249,p116
Lewis,West Virginia,249,p116
Marion,West Virginia,249,p116
Marshall,West Virginia,249,p116
Monongalia,West Virginia,249,p116
Monroe,West Virginia,249,p116
Nicholas,West Virginia,249,p116
Ohio,West Virginia,249,p116
Pleasants,West Virginia,249,p116
Ritchie,West Virginia,249,p116
Roane,West Virginia,249,p116
Summers,West Virginia,249,p116
Taylor,West Virginia,249,p116
Tyler,West Virginia,249,p116
Upshur,West Virginia,249,p116
Webster,West Virginia,249,p116
Wetzel,West Virginia,249,p116
Wirt,West Virginia,249,p116
Wood,West Virginia,249,p116
Grant,West Virginia,250,p116
Mineral,West Virginia,250,p116
Pendleton,West Virginia,250,p116
Pocahontas,West Virginia,250,p116
Preston,West Virginia,250,p116
Randolph,West Virginia,250,p116
Tucker,West Virginia,250,p116
Berkeley,West Virginia,308,p116
Hampshire,West Virginia,308,p116
Hardy,West Virginia,308,p116
Jefferson,West Virginia,308,p116
Morgan,West Virginia,308,p116
Cabell,West Virginia,246,p117
Kanawha,West Virginia,246,p117
Mason,West Virginia,246,p117
Putnam,West Virginia,246,p117
Boone,West Virginia,247,p117
Lincoln,West Virginia,247,p117
Logan,West Virginia,247,p117
Mingo,West Virginia,247,p117
Wayne,West Virginia,247,p117
Fayette,West Virginia,248,p117
Mcdowell,West Virginia,248,p117
Mercer,West Virginia,248,p117
Raleigh,West Virginia,248,p117
Wyoming,West Virginia,248,p117
Bland,Virginia,243,p118
Bristol,Virginia,243,p118
Bristol City,Virginia,243,p118
Buchanan,Virginia,243,p118
Dickenson,Virginia,243,p118
Giles,Virginia,243,p118
Lee,Virginia,243,p118
Norton,Virginia,243,p118
Norton City,Virginia,243,p118
Russell,Virginia,243,p118
Scott,Virginia,243,p118
Smyth,Virginia,243,p118
Tazewell,Virginia,243,p118
Washington,Virginia,243,p118
Wise,Virginia,243,p118
Carroll,Virginia,244,p118
Floyd,Virginia,244,p118
Franklin,Virginia,244,p118
Galax,Virginia,244,p118
Galax City,Virginia,244,p118
Grayson,Virginia,244,p118
Henry,Virginia,244,p118
Martinsville,Virginia,244,p118
Martinsville City,Virginia,244,p118
Montgomery,Virginia,244,p118
Patrick,Virginia,244,p118
Pulaski,Virginia,244,p118
Radford,Virginia,244,p118
Radford City,Virginia,244,p118
Wythe,Virginia,244,p118
Amherst,Virginia,245,p118
Bedford,Virginia,245,p118
Bedford City,Virginia,245,p118
Botetourt,Virginia,245,p118
Craig,Virginia,245,p118
Lynchburg,Virginia,245,p118
Lynchburg City,Virginia,245,p118
Nelson,Virginia,245,p118
Roanoke,Virginia,245,p118
Roanoke City,Virginia,245,p118
Salem,Virginia,245,p118
Salem City,Virginia,245,p118
Cameron,Pennsylvania,255,p119
Centre,Pennsylvania,255,p119
Clinton,Pennsylvania,255,p119
Elk,Pennsylvania,255,p119
Potter,Pennsylvania,255,p119
Franklin,Pennsylvania,254,p120
Fulton,Pennsylvania,254,p120
Allegany,Maryland,253,p121
Frederick,Maryland,253,p121
Garrett,Maryland,253,p121
Washington,Maryland,253,p121
Erie,Pennsylvania,320,p122
Forest,Pennsylvania,320,p122
Mckean,Pennsylvania,320,p122
Warren,Pennsylvania,320,p122
Clarion,Pennsylvania,321,p122
Clearfield,Pennsylvania,321,p122
Crawford,Pennsylvania,321,p122
Indiana,Pennsylvania,321,p122
Jefferson,Pennsylvania,321,p122
Lawrence,Pennsylvania,321,p122
Mercer,Pennsylvania,321,p122
Venango,Pennsylvania,321,p122
Bedford,Pennsylvania,322,p122
Blair,Pennsylvania,322,p122
Cambria,Pennsylvania,322,p122
Columbia,Pennsylvania,322,p122
Huntingdon,Pennsylvania,322,p122
Juniata,Pennsylvania,322,p122
Mifflin,Pennsylvania,322,p122
Montour,Pennsylvania,322,p122
Northumberland,Pennsylvania,322,p122
Perry,Pennsylvania,322,p122
Snyder,Pennsylvania,322,p122
Somerset,Pennsylvania,322,p122
Union,Pennsylvania,322,p122
Bradford,Pennsylvania,323,p122
Lycoming,Pennsylvania,323,p122
Sullivan,Pennsylvania,323,p122
Susquehanna,Pennsylvania,323,p122
Tioga,Pennsylvania,323,p122
Wayne,Pennsylvania,323,p122
Lackawanna,Pennsylvania,324,p122
Luzerne,Pennsylvania,324,p122
Wyoming,Pennsylvania,324,p122
Carbon,Pennsylvania,325,p122
Monroe,Pennsylvania,325,p122
Pike,Pennsylvania,325,p122
Schuylkill,Pennsylvania,325,p122
Adams,Pennsylvania,326,p122
Berks,Pennsylvania,326,p122
Cumberland,Pennsylvania,326,p122
Dauphin,Pennsylvania,326,p122
Lancaster,Pennsylvania,326,p122
Lebanon,Pennsylvania,326,p122
Lehigh,Pennsylvania,326,p122
Northampton,Pennsylvania,326,p122
York,Pennsylvania,326,p122
Bucks,Pennsylvania,327,p122
Chester,Pennsylvania,327,p122
Delaware,Pennsylvania,327,p122
Montgomery,Pennsylvania,327,p122
Philadelphia,Pennsylvania,327,p122
Somerset,Maryland,315,p123
Wicomico,Maryland,315,p123
Worcester,Maryland,315,p123
Caroline,Maryland,316,p123
Dorchester,Maryland,316,p123
Kent,Maryland,316,p123
Queen Anne'S,Maryland,316,p123
Queen Annes,Maryland,316,p123
Talbot,Maryland,316,p123
District Of Columbia,District Of Columbia,317,p123
District of Columbia,District Of Columbia,317,p123
Anne Arundel,Maryland,317,p123
Baltimore,Maryland,317,p123
Baltimore City,Maryland,317,p123
Calvert,Maryland,317,p123
Carroll,Maryland,317,p123
Cecil,Maryland,317,p123
Charles,Maryland,317,p123
Harford,Maryland,317,p123
Howard,Maryland,317,p123
Montgomery,Maryland,317,p123
Prince George'S,Maryland,317,p123
Prince Georges,Maryland,317,p123
St. Mary'S,Maryland,317,p123
Saint Mary's,Maryland,317,p123
Saint Marys,Maryland,317,p123
Accomack,Virginia,314,p124
Northampton,Virginia,314,p124
Kent,Delaware,318,p125
Sussex,Delaware,318,p125
New Castle,Delaware,319,p125
Sussex,New Jersey,328,p126
Warren,New Jersey,328,p126
Bergen,New Jersey,329,p126
Essex,New Jersey,329,p126
Hudson,New Jersey,329,p126
Hunterdon,New Jersey,329,p126
Mercer,New Jersey,329,p126
Middlesex,New Jersey,329,p126
Morris,New Jersey,329,p126
Passaic,New Jersey,329,p126
Somerset,New Jersey,329,p126
Union,New Jersey,329,p126
Monmouth,New Jersey,330,p126
Ocean,New Jersey,330,p126
Burlington,New Jersey,331,p126
Camden,New Jersey,331,p126
Gloucester,New Jersey,331,p126
Salem,New Jersey,331,p126
Atlantic,New Jersey,332,p126
Cape May,New Jersey,332,p126
Cumberland,New Jersey,332,p126
Chautauqua,New York,333,p127
Erie,New York,333,p127
Genesee,New York,333,p127
Niagara,New York,333,p127
Orleans,New York,333,p127
Wyoming,New York,333,p127
Cayuga,New York,334,p127
Madison,New York,334,p127
Monroe,New York,334,p127
Oneida,New York,334,p127
Onondaga,New York,334,p127
Wayne,New York,334,p127
Allegany,New York,335,p127
Broome,New York,335,p127
Cattaraugus,New York,335,p127
Chemung,New York,335,p127
Cortland,New York,335,p127
Livingston,New York,335,p127
Ontario,New York,335,p127
Schuyler,New York,335,p127
Seneca,New York,335,p127
Steuben,New York,335,p127
Tioga,New York,335,p127
Tompkins,New York,335,p127
Yates,New York,335,p127
Jefferson,New York,336,p127
Oswego,New York,336,p127
Herkimer,New York,337,p127
Lewis,New York,337,p127
St. Lawrence,New York,337,p127
Saint Lawrence,New York,337,p127
Clinton,New York,338,p127
Essex,New York,338,p127
Franklin,New York,338,p127
Fulton,New York,338,p127
Hamilton,New York,338,p127
Montgomery,New York,338,p127
Warren,New York,338,p127
Albany,New York,339,p127
Chenango,New York,339,p127
Delaware,New York,339,p127
Greene,New York,339,p127
Otsego,New York,339,p127
Schoharie,New York,339,p127
Sullivan,New York,339,p127
Ulster,New York,339,p127
Columbia,New York,340,p127
Rensselaer,New York,340,p127
Saratoga,New York,340,p127
Schenectady,New York,340,p127
Washington,New York,340,p127
Bronx,New York,341,p127
Dutchess,New York,341,p127
Kings,New York,341,p127
New York,New York,341,p127
Orange,New York,341,p127
Putnam,New York,341,p127
Queens,New York,341,p127
Richmond,New York,341,p127
Rockland,New York,341,p127
Westchester,New York,341,p127
Nassau,New York,342,p128
Suffolk,New York,342,p128
Chittenden,Vermont,350,p129
Franklin,Vermont,350,p129
Grand Isle,Vermont,350,p129
Addison,Vermont,351,p129
Caledonia,Vermont,351,p129
Essex,Vermont,351,p129
Lamoille,Vermont,351,p129
Orange,Vermont,351,p129
Orleans,Vermont,351,p129
Washington,Vermont,351,p129
Bennington,Vermont,352,p129
Rutland,Vermont,352,p129
Windham,Vermont,352,p129
Windsor,Vermont,352,p129
Belknap,New Hampshire,353,p130
Carroll,New Hampshire,353,p130
Coos,New Hampshire,353,p130
Grafton,New Hampshire,353,p130
Cheshire,New Hampshire,354,p130
Hillsborough,New Hampshire,354,p130
Merrimack,New Hampshire,354,p130
Rockingham,New Hampshire,354,p130
Strafford,New Hampshire,354,p130
Sullivan,New Hampshire,354,p130
Berkshire,Massachusetts,347,p131
Franklin,Massachusetts,347,p131
Hampden,Massachusetts,347,p131
Hampshire,Massachusetts,347,p131
Worcester,Massachusetts,347,p131
Bristol,Massachusetts,348,p131
Essex,Massachusetts,348,p131
Middlesex,Massachusetts,348,p131
Norfolk,Massachusetts,348,p131
Plymouth,Massachusetts,348,p131
Suffolk,Massachusetts,348,p131
Barnstable,Massachusetts,349,p131
Dukes,Massachusetts,349,p131
Nantucket,Massachusetts,349,p131
Hartford,Connecticut,343,p132
Litchfield,Connecticut,343,p132
Tolland,Connecticut,343,p132
Windham,Connecticut,343,p132
Fairfield,Connecticut,344,p132
Middlesex,Connecticut,344,p132
New Haven,Connecticut,344,p132
New London,Connecticut,344,p132
Kent,Rhode Island,345,p133
Providence,Rhode Island,345,p133
Washington,Rhode Island,345,p133
Bristol,Rhode Island,346,p133
Newport,Rhode Island,346,p133
Aroostook,Maine,355,p134
Franklin,Maine,355,p134
Oxford,Maine,355,p134
Piscataquis,Maine,355,p134
Somerset,Maine,355,p134
Androscoggin,Maine,356,p134
Cumberland,Maine,356,p134
Hancock,Maine,356,p134
Kennebec,Maine,356,p134
Knox,Maine,356,p134
Lincoln,Maine,356,p134
Penobscot,Maine,356,p134
Sagadahoc,Maine,356,p134
Waldo,Maine,356,p134
Washington,Maine,356,p134
York,Maine,356,p134
